ID,Bathrooms,Bedrooms,Erf Size,Garages,ID,Listing Date,Price,Type of Property,Location
483,2.0,4.0,,2.0,2957,2019-02-19,1500000.0,House,"lat: 51.5073509,long: -0.1277583"
484,2.0,3.0,1 579 m²,2.0,2963,2019-08-23,1690000.0,House,"lat: 51.5073509,long: -0.1277583"
485,3.0,5.0,600 m²,1.0,2969,2019-07-05,3750000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
486,2.0,3.0,1 050 m²,1.0,2970,2019-07-05,1690000.0,House,"lat: 51.5073509,long: -0.1277583"
487,3.0,4.0,2 745 m²,2.0,2985,2019-05-28,2250000.0,House,"lat: 51.5073509,long: -0.1277583"
488,,4.0,1 200 m²,3.0,2988,2019-06-03,5750000.0,House,"lat: 51.5073509,long: -0.1277583"
489,2.0,3.0,,,2989,2019-10-10,899000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
490,,5.0,900 m²,4.0,2994,2018-11-15,10595000.0,House,"lat: 51.5073509,long: -0.1277583"
491,2.0,3.0,241 m²,,2999,2019-08-05,999000.0,House,"lat: 51.5073509,long: -0.1277583"
492,,4.0,380 m²,2.0,3003,2019-05-17,3950000.0,House,"lat: 51.5073509,long: -0.1277583"
493,,,,,3006,2019-09-25,2860000.0,House,"lat: 51.5073509,long: -0.1277583"
494,,4.0,414 m²,3.0,3018,2018-12-19,5399000.0,House,"lat: 51.5073509,long: -0.1277583"
495,1.0,2.0,,,3021,2019-08-26,920000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
496,2.0,3.0,56 m²,,3024,2019-04-09,871110.0,House,"lat: 51.5073509,long: -0.1277583"
497,2.0,3.0,150 m²,2.0,3025,2018-10-24,1799000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
498,2.0,3.0,223 m²,1.0,3029,2019-05-20,1620000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
499,1.0,2.0,77 m²,,3030,2019-09-06,490000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
500,2.0,3.0,700 m²,2.0,3032,2019-06-13,2695000.0,House,"lat: 51.5073509,long: -0.1277583"
501,1.0,3.0,55 m²,,3033,2019-08-05,605480.0,House,"lat: 51.5073509,long: -0.1277583"
502,1.0,2.0,,,3039,2019-08-19,630000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
503,,2.0,40 m²,,3041,2019-07-23,573160.0,House,"lat: 51.5073509,long: -0.1277583"
504,3.0,4.0,530 m²,3.0,3043,2018-05-17,7200000.0,House,"lat: 51.5073509,long: -0.1277583"
505,2.0,4.0,554 m²,2.0,3053,2019-06-04,2095000.0,House,"lat: 51.5073509,long: -0.1277583"
506,2.0,4.0,923 m²,2.0,3061,2019-08-19,1050000.0,House,"lat: 51.5073509,long: -0.1277583"
507,3.0,3.0,106 m²,1.0,3064,2019-03-12,1157084.0,House,"lat: 51.5073509,long: -0.1277583"
508,1.0,2.0,90 m²,1.0,3067,2019-03-12,1000000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
509,1.0,2.0,82 m²,,3072,2019-03-14,899000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
510,1.0,2.0,270 m²,,3073,2019-10-31,250000.0,House,"lat: 51.5073509,long: -0.1277583"
511,1.0,2.0,65 m²,,3077,2019-07-10,725000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
512,2.0,3.0,60 m²,,3078,2019-05-25,906000.0,House,"lat: 51.5073509,long: -0.1277583"
513,3.0,4.0,1 073 m²,3.0,3079,2019-05-28,6490000.0,House,"lat: 51.5073509,long: -0.1277583"
514,,4.0,498 m²,4.0,3084,2019-03-12,5500000.0,House,"lat: 51.5073509,long: -0.1277583"
515,1.0,2.0,50 m²,,3087,2019-04-04,829700.0,House,"lat: 51.5073509,long: -0.1277583"
516,,3.0,198 m²,2.0,3090,2019-05-06,2000000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
517,1.0,2.0,45 m²,,3092,2019-09-04,490000.0,House,"lat: 51.5073509,long: -0.1277583"
518,2.0,2.0,81 m²,,3096,2019-07-18,945000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
519,5.0,5.0,422 m²,2.0,3097,2018-10-23,5995000.0,House,"lat: 51.5073509,long: -0.1277583"
520,,,200 m²,,3101,2019-10-24,90000.0,House,"lat: 51.5073509,long: -0.1277583"
521,2.0,3.0,408 m²,2.0,3103,2019-03-07,1880000.0,House,"lat: 51.5073509,long: -0.1277583"
522,,4.0,274 m²,2.0,3105,2018-11-14,1780000.0,House,"lat: 51.5073509,long: -0.1277583"
523,,,,,3106,2019-09-19,950000.0,House,"lat: 51.5073509,long: -0.1277583"
524,3.0,5.0,,1.0,3107,2019-09-02,1990000.0,House,"lat: 51.5073509,long: -0.1277583"
525,,5.0,420 m²,2.0,3113,2019-04-03,5470000.0,House,"lat: 51.5073509,long: -0.1277583"
526,1.0,2.0,40 m²,,3114,2019-03-04,573000.0,House,"lat: 51.5073509,long: -0.1277583"
527,2.0,4.0,,3.0,3117,2019-09-18,750000.0,House,"lat: 51.5073509,long: -0.1277583"
528,2.0,3.0,550 m²,2.0,3126,2019-03-20,2395000.0,House,"lat: 51.5073509,long: -0.1277583"
529,1.0,2.0,70 m²,,3129,2019-05-23,639000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
530,1.0,2.0,,1.0,3133,2019-08-14,585000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
531,3.0,4.0,1 160 m²,2.0,3135,2019-05-23,2750000.0,House,"lat: 51.5073509,long: -0.1277583"
532,8.0,6.0,,6.0,3143,2019-09-17,30000000.0,House,"lat: 51.5073509,long: -0.1277583"
533,3.0,4.0,1 025 m²,2.0,3145,2019-05-30,1950000.0,House,"lat: 51.5073509,long: -0.1277583"
534,2.0,3.0,,2.0,3147,2019-09-05,1250000.0,House,"lat: 51.5073509,long: -0.1277583"
535,3.0,6.0,626 m²,2.0,3149,2019-07-17,3499000.0,House,"lat: 51.5073509,long: -0.1277583"
536,,,,,3150,2019-10-30,1350000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
537,1.0,1.0,69 m²,1.0,3153,2019-07-19,499000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
538,,6.0,550 m²,2.0,3166,2018-10-15,6495000.0,House,"lat: 51.5073509,long: -0.1277583"
539,2.0,2.0,99 m²,,3168,2019-05-26,950000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
540,2.0,2.0,92 m²,,3170,2019-04-24,995000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
541,,4.0,1 245 m²,2.0,3171,2018-11-19,3350000.0,House,"lat: 51.5073509,long: -0.1277583"
542,3.0,4.0,1 423 m²,2.0,3174,2019-03-27,2690000.0,House,"lat: 51.5073509,long: -0.1277583"
543,,4.0,500 m²,3.0,3177,2019-02-22,4780000.0,House,"lat: 51.5073509,long: -0.1277583"
544,,4.0,212 m²,2.0,3180,2019-06-28,2400000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
545,2.0,3.0,150 m²,2.0,3184,2019-07-05,1430000.0,House,"lat: 51.5073509,long: -0.1277583"
546,2.0,3.0,1 030 m²,2.0,3195,2019-08-06,1620000.0,House,"lat: 51.5073509,long: -0.1277583"
547,2.0,3.0,327 m²,2.0,3197,2019-04-25,1850000.0,House,"lat: 51.5073509,long: -0.1277583"
548,1.0,2.0,200 m²,,3201,2019-03-12,492521.0,House,"lat: 51.5073509,long: -0.1277583"
549,2.0,3.0,80 m²,,3207,2019-01-31,890000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
550,,3.0,,2.0,3208,2019-08-24,4300000.0,House,"lat: 51.5073509,long: -0.1277583"
551,,,684 m²,,3210,2019-08-26,750000.0,House,"lat: 51.5073509,long: -0.1277583"
552,3.0,5.0,1 304 m²,2.0,3215,2019-06-12,1495000.0,House,"lat: 51.5073509,long: -0.1277583"
553,2.0,3.0,1 m²,2.0,3216,2019-07-05,2519000.0,House,"lat: 51.5073509,long: -0.1277583"
554,1.0,2.0,,,3229,2019-06-28,890000.0,House,"lat: 51.5073509,long: -0.1277583"
555,1.0,4.0,1 125 m²,1.0,3231,2019-08-29,1160000.0,House,"lat: 51.5073509,long: -0.1277583"
556,5.0,5.0,1300 m²,4.0,3254,2019-03-15,4750000.0,House,"lat: 51.5073509,long: -0.1277583"
557,,,800 m²,,3263,2019-04-03,5650000.0,House,"lat: 51.5073509,long: -0.1277583"
558,2.0,3.0,96 m²,,3264,2019-09-06,795000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
559,3.0,4.0,420 m²,2.0,3267,2019-02-19,,House,"lat: 51.5073509,long: -0.1277583"
560,1.0,3.0,62 m²,,3269,2019-06-12,680000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
561,3.0,5.0,1 013 m²,2.0,3273,2019-07-26,2395000.0,House,"lat: 51.5073509,long: -0.1277583"
562,,,,,3280,2019-08-28,1500000.0,House,"lat: 51.5073509,long: -0.1277583"
563,2.0,3.0,251 m²,1.0,3282,2019-05-09,1350000.0,House,"lat: 51.5073509,long: -0.1277583"
564,3.0,3.0,1 158 m²,4.0,3284,2019-06-19,3995000.0,House,"lat: 51.5073509,long: -0.1277583"
565,3.0,3.0,,2.0,3285,2019-06-25,1595000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
566,,,230 m²,,3289,2019-08-20,1375000.0,House,"lat: 51.5073509,long: -0.1277583"
567,,3.0,203 m²,2.0,3298,2019-06-07,2395000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
568,2.0,3.0,,3.0,3313,2019-07-02,1350000.0,House,"lat: 51.5073509,long: -0.1277583"
569,2.0,4.0,1 487 m²,4.0,3318,2019-04-30,2090000.0,House,"lat: 51.5073509,long: -0.1277583"
570,4.0,5.0,1 133 m²,4.0,3320,2019-03-26,5950000.0,House,"lat: 51.5073509,long: -0.1277583"
571,,3.0,,2.0,3321,2019-07-23,1995000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
572,3.0,4.0,500 m²,3.0,3326,2019-06-03,3600000.0,House,"lat: 51.5073509,long: -0.1277583"
573,3.0,4.0,,2.0,3327,2019-07-08,1899000.0,House,"lat: 51.5073509,long: -0.1277583"
574,4.0,4.0,1 950 m²,4.0,3329,2018-10-15,16500000.0,House,"lat: 51.5073509,long: -0.1277583"
575,2.0,3.0,84 m²,,3330,2019-06-12,899000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
576,1.0,2.0,105 m²,1.0,3333,2019-05-29,730000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
577,4.0,4.0,721 m²,2.0,3344,2019-02-13,5300000.0,House,"lat: 51.5073509,long: -0.1277583"
578,2.0,3.0,147 m²,1.0,3345,2019-03-25,899000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
579,3.0,4.0,991 m²,,3347,2019-06-08,1540000.0,House,"lat: 51.5073509,long: -0.1277583"
580,1.0,2.0,,,3348,2019-10-02,655000.0,House,"lat: 51.5073509,long: -0.1277583"
581,2.0,3.0,78 m²,,3350,2019-07-15,810000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
582,1.0,3.0,,,3353,2019-09-02,680000.0,House,"lat: 51.5073509,long: -0.1277583"
583,2.0,3.0,1 500 m²,2.0,3354,2019-05-26,1695000.0,House,"lat: 51.5073509,long: -0.1277583"
584,3.0,3.0,312 m²,2.0,3355,2019-05-28,3100000.0,House,"lat: 51.5073509,long: -0.1277583"
585,2.0,3.0,,2.0,3362,2019-07-15,1780000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
586,2.0,3.0,160 m²,2.0,3365,2019-03-28,1670000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
587,2.0,3.0,70 m²,,3367,2019-07-17,800000.0,House,"lat: 51.5073509,long: -0.1277583"
588,1.0,2.0,71 m²,,3368,2018-11-20,795000.0,House,"lat: 51.5073509,long: -0.1277583"
589,2.0,3.0,200 m²,2.0,3373,2019-04-16,2499000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
590,2.0,3.0,968 m²,2.0,3375,2019-07-11,1150000.0,House,"lat: 51.5073509,long: -0.1277583"
591,2.0,4.0,1 504 m²,2.0,3378,2019-05-14,1900000.0,House,"lat: 51.5073509,long: -0.1277583"
592,1.0,2.0,65 m²,,3382,2019-07-08,780000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
593,,3.0,280 m²,2.0,3385,2019-06-19,1999000.0,House,"lat: 51.5073509,long: -0.1277583"
594,1.0,2.0,72 m²,,3388,2019-08-20,700000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
595,,4.0,451 m²,2.0,3390,2019-05-14,2750000.0,House,"lat: 51.5073509,long: -0.1277583"
596,2.0,3.0,386 m²,,3392,2019-05-21,960000.0,House,"lat: 51.5073509,long: -0.1277583"
597,2.0,3.0,60 m²,,3399,2018-10-24,628508.0,House,"lat: 51.5073509,long: -0.1277583"
598,2.0,3.0,,2.0,3401,2019-10-19,1860000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
599,2.0,2.0,,,3405,2019-06-04,790000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
600,2.0,2.0,55 m²,,3406,2018-08-24,626690.0,House,"lat: 51.5073509,long: -0.1277583"
601,2.0,3.0,70 m²,,3410,2018-08-15,638406.0,House,"lat: 51.5073509,long: -0.1277583"
602,2.0,3.0,70 m²,,3411,2018-08-15,754556.0,House,"lat: 51.5073509,long: -0.1277583"
603,2.0,3.0,1 050 m²,2.0,3415,2019-07-17,995000.0,House,"lat: 51.5073509,long: -0.1277583"
604,2.0,3.0,300 m²,2.0,3417,2019-06-22,3250000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
605,,5.0,185 m²,2.0,3418,2018-08-16,1350000.0,House,"lat: 51.5073509,long: -0.1277583"
606,2.0,3.0,112 m²,,3434,2019-08-30,870000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
607,4.0,4.0,868 m²,2.0,3437,2018-11-08,2750000.0,House,"lat: 51.5073509,long: -0.1277583"
608,3.0,4.0,200 m²,3.0,3438,2018-08-31,3400000.0,House,"lat: 51.5073509,long: -0.1277583"
609,2.0,3.0,89 979 m²,4.0,3440,2019-07-07,2999000.0,House,"lat: 51.5073509,long: -0.1277583"
610,2.0,3.0,210 m²,2.0,3447,2019-06-07,2180000.0,House,"lat: 51.5073509,long: -0.1277583"
611,2.0,3.0,70 m²,1.0,3450,2018-03-24,754556.0,House,"lat: 51.5073509,long: -0.1277583"
612,,3.0,,1.0,3451,2019-06-25,1495000.0,House,"lat: 51.5073509,long: -0.1277583"
613,3.0,4.0,388 m²,2.0,3456,2019-04-05,3999000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
614,4.0,4.0,1 090 m²,3.0,3459,2018-09-06,6350000.0,House,"lat: 51.5073509,long: -0.1277583"
615,2.0,3.0,,,3462,2019-07-18,1060000.0,House,"lat: 51.5073509,long: -0.1277583"
616,4.0,6.0,18 178 m²,2.0,3464,2019-07-26,2100000.0,House,"lat: 51.5073509,long: -0.1277583"
617,2.0,3.0,88 m²,,3472,2019-04-16,895000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
618,1.0,2.0,47 m²,,3475,2019-03-13,480000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
619,1.0,2.0,74 m²,,3476,2019-05-31,750000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
620,1.0,2.0,,,3484,2019-10-09,550000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
621,6.0,15.0,18 000 m²,,3490,2019-01-30,2500000.0,House,"lat: 51.5073509,long: -0.1277583"
622,3.0,4.0,700 m²,4.0,3491,2018-09-28,7790000.0,House,"lat: 51.5073509,long: -0.1277583"
623,5.0,4.0,500 m²,2.0,3494,2018-05-02,5495000.0,House,"lat: 51.5073509,long: -0.1277583"
624,1.0,2.0,,,3503,2019-08-20,880000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
625,2.0,3.0,56 m²,,3508,2017-05-30,605600.0,House,"lat: 51.5073509,long: -0.1277583"
626,3.0,4.0,1 926 m²,2.0,3509,2019-06-14,3999000.0,House,"lat: 51.5073509,long: -0.1277583"
627,1.0,2.0,82 m²,,3519,2019-05-14,699999.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
628,1.0,2.0,,,3525,2019-10-09,260000.0,House,"lat: 51.5073509,long: -0.1277583"
629,,2.0,91 m²,1.0,3529,2019-01-18,879000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
630,2.0,6.0,792 m²,,3530,2019-07-15,880000.0,House,"lat: 51.5073509,long: -0.1277583"
631,4.0,4.0,1700 m²,6.0,3534,2019-05-16,13500000.0,House,"lat: 51.5073509,long: -0.1277583"
632,,,816 m²,,3539,2019-10-16,1399000.0,House,"lat: 51.5073509,long: -0.1277583"
633,2.0,2.0,82 m²,,3550,2019-03-26,995000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
634,2.0,3.0,103 m²,,3559,2019-08-27,1180000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
635,1.0,2.0,,,3567,2019-10-17,270000.0,House,"lat: 51.5073509,long: -0.1277583"
636,4.0,4.0,465 m²,2.0,3569,2018-04-13,6950000.0,House,"lat: 51.5073509,long: -0.1277583"
637,2.0,3.0,351 m²,2.0,3570,2019-08-02,1380000.0,House,"lat: 51.5073509,long: -0.1277583"
638,,,,,3573,2019-08-26,710000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
639,2.0,2.0,72 m²,,3579,2018-03-20,1150000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
640,2.0,3.0,,1.0,3582,2019-05-30,1250000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
641,3.0,3.0,640 m²,2.0,3585,2018-09-17,2590000.0,House,"lat: 51.5073509,long: -0.1277583"
642,2.0,2.0,98 m²,,3591,2019-07-18,935000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
643,1.0,2.0,55 m²,,3592,2019-05-28,870000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
644,,5.0,1 076 m²,3.0,3599,2019-06-25,6530000.0,House,"lat: 51.5073509,long: -0.1277583"
645,,,,,3603,2019-08-27,1340000.0,House,"lat: 51.5073509,long: -0.1277583"
646,3.0,5.0,1 486 m²,,3604,2019-07-26,2100000.0,House,"lat: 51.5073509,long: -0.1277583"
647,4.0,4.0,,2.0,3606,2019-06-05,3990000.0,House,"lat: 51.5073509,long: -0.1277583"
648,2.0,3.0,119 m²,1.0,3609,2019-05-29,1100000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
649,1.0,2.0,,,3619,2019-07-25,585000.0,House,"lat: 51.5073509,long: -0.1277583"
650,2.0,2.0,76 m²,,3623,2019-04-26,700000.0,House,"lat: 51.5073509,long: -0.1277583"
651,2.0,3.0,157 m²,2.0,3627,2019-06-27,2300000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
652,1.0,3.0,6 370 m²,,3633,2019-07-31,4300000.0,House,"lat: 51.5073509,long: -0.1277583"
653,4.0,5.0,450 m²,2.0,3645,2018-02-14,6450000.0,House,"lat: 51.5073509,long: -0.1277583"
654,1.0,2.0,90 m²,,3662,2019-05-26,550000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
655,,4.0,400 m²,2.0,3663,2018-10-27,2495000.0,House,"lat: 51.5073509,long: -0.1277583"
656,2.0,3.0,163 m²,2.0,3664,2019-07-05,1985000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
657,,,,,3671,2019-08-12,1690000.0,House,"lat: 51.5073509,long: -0.1277583"
658,3.0,5.0,315 m²,2.0,3673,2018-06-04,4790000.0,House,"lat: 51.5073509,long: -0.1277583"
659,2.0,4.0,1 166 m²,2.0,3676,2019-01-08,3250000.0,House,"lat: 51.5073509,long: -0.1277583"
660,1.0,2.0,,,3677,2019-07-30,815000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
661,1.0,2.0,,,3682,2019-05-15,870000.0,House,"lat: 51.5073509,long: -0.1277583"
662,4.0,5.0,,2.0,3688,2019-08-10,6500000.0,House,"lat: 51.5073509,long: -0.1277583"
663,2.0,2.0,92 m²,,3690,2019-06-25,960000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
664,2.0,3.0,196 m²,2.0,3698,2018-01-18,2170000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
665,1.0,2.0,,,3705,2019-08-24,895000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
666,1.0,2.0,,,3710,2019-05-20,525000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
667,1.0,2.0,55 m²,,3711,2019-08-19,580000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
668,2.0,3.0,1 447 m²,2.0,3716,2019-07-23,1475000.0,House,"lat: 51.5073509,long: -0.1277583"
669,4.0,4.0,1 280 m²,2.0,3720,2018-06-18,2900000.0,House,"lat: 51.5073509,long: -0.1277583"
670,2.0,2.0,130 m²,1.0,3721,2018-06-15,1995000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
671,3.0,5.0,500 m²,2.0,3724,2018-10-11,3149000.0,House,"lat: 51.5073509,long: -0.1277583"
672,2.0,3.0,379 m²,2.0,3733,2018-10-12,2250000.0,House,"lat: 51.5073509,long: -0.1277583"
673,3.0,3.0,,2.0,3736,2019-08-22,2100000.0,House,"lat: 51.5073509,long: -0.1277583"
674,3.0,3.0,1 539 m²,4.0,3739,2017-10-30,4500000.0,House,"lat: 51.5073509,long: -0.1277583"
675,2.0,3.0,318 m²,2.0,3741,2019-04-02,1180000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
676,1.0,3.0,135 m²,1.0,3743,2019-06-19,1049000.0,House,"lat: 51.5073509,long: -0.1277583"
677,2.0,4.0,2 285 m²,2.0,3746,2018-01-23,1650000.0,House,"lat: 51.5073509,long: -0.1277583"
678,1.0,2.0,209 m²,,3752,2019-06-20,400000.0,House,"lat: 51.5073509,long: -0.1277583"
679,2.0,3.0,130 m²,2.0,3753,2019-05-02,1499000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
680,1.0,2.0,66 m²,,3755,2019-05-24,650000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
681,1.0,2.0,50 m²,,3764,2018-06-26,532760.0,House,"lat: 51.5073509,long: -0.1277583"
682,1.0,2.0,45 m²,,3771,2017-12-04,550031.0,House,"lat: 51.5073509,long: -0.1277583"
683,1.0,3.0,,,3775,2019-05-23,795000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
684,4.0,6.0,1 072 m²,2.0,3780,2019-06-03,2645000.0,House,"lat: 51.5073509,long: -0.1277583"
685,,4.0,1 276 m²,3.0,3785,2019-03-22,3500000.0,House,"lat: 51.5073509,long: -0.1277583"
686,3.0,4.0,1 052 m²,2.0,3787,2019-03-05,2999999.0,House,"lat: 51.5073509,long: -0.1277583"
687,1.0,3.0,1 000 m²,1.0,3789,2019-02-28,1080500.0,House,"lat: 51.5073509,long: -0.1277583"
688,,4.0,1 501 m²,2.0,3801,2019-05-31,1950000.0,House,"lat: 51.5073509,long: -0.1277583"
689,2.0,3.0,165 m²,3.0,3805,2019-08-27,1800000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
690,2.0,3.0,71 m²,,3807,2019-08-05,750000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
691,1.0,2.0,68 m²,1.0,3814,2016-11-07,780000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
692,2.0,3.0,1 000 m²,2.0,3821,2019-03-28,1999000.0,House,"lat: 51.5073509,long: -0.1277583"
693,,3.0,1 497 m²,,3825,2018-12-27,2995000.0,House,"lat: 51.5073509,long: -0.1277583"
694,2.0,3.0,1 500 m²,,3826,2019-07-11,2200000.0,House,"lat: 51.5073509,long: -0.1277583"
695,4.0,4.0,400 m²,2.0,3828,2014-05-02,6450000.0,House,"lat: 51.5073509,long: -0.1277583"
696,1.0,2.0,260 m²,,3834,2019-09-08,270000.0,House,"lat: 51.5073509,long: -0.1277583"
697,3.0,6.0,400 m²,3.0,3841,2018-12-05,3900000.0,House,"lat: 51.5073509,long: -0.1277583"
698,,3.0,115 m²,1.0,3847,2019-06-24,1000000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
699,,4.0,440 m²,2.0,3857,2019-07-11,2900000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
700,1.0,2.0,45 m²,,3862,2018-10-17,550031.0,House,"lat: 51.5073509,long: -0.1277583"
701,2.0,3.0,,2.0,3865,2019-04-26,1350000.0,House,"lat: 51.5073509,long: -0.1277583"
702,1.0,4.0,712 m²,2.0,3876,2019-05-10,1095000.0,House,"lat: 51.5073509,long: -0.1277583"
703,2.0,3.0,,1.0,3877,2018-12-21,1495000.0,House,"lat: 51.5073509,long: -0.1277583"
704,3.0,5.0,,4.0,3878,2019-07-16,3700000.0,House,"lat: 51.5073509,long: -0.1277583"
705,2.0,2.0,81 m²,,3881,2019-06-20,1169000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
706,2.0,4.0,440 m²,2.0,3888,2019-06-27,2950000.0,House,"lat: 51.5073509,long: -0.1277583"
707,2.0,2.0,,1.0,3896,2019-07-12,1195000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
708,1.0,2.0,155 m²,,3897,2019-07-23,399000.0,House,"lat: 51.5073509,long: -0.1277583"
709,1.0,2.0,,1.0,3901,2019-07-12,1080000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
710,1.0,2.0,64 m²,,3908,2019-06-14,750000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
711,4.0,3.0,1 297 m²,,3913,2019-04-04,3249000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
712,2.0,3.0,107 m²,1.0,3915,2019-02-14,1300000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
713,2.0,2.0,,1.0,3918,2019-02-28,1250000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
714,2.0,3.0,260 m²,2.0,3919,2018-10-30,2199000.0,House,"lat: 51.5073509,long: -0.1277583"
715,2.0,2.0,98 m²,,3923,2019-03-12,895000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
716,4.0,5.0,453 m²,2.0,3925,2019-07-17,2100000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
717,2.0,3.0,,2.0,3927,2019-08-16,1950000.0,House,"lat: 51.5073509,long: -0.1277583"
718,,5.0,4.4 acres,2.0,3932,2019-07-01,2400000.0,House,"lat: 51.5073509,long: -0.1277583"
719,2.0,2.0,,,3934,2019-04-11,1175000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
720,2.0,4.0,,2.0,3936,2019-08-08,1920000.0,House,"lat: 51.5073509,long: -0.1277583"
721,2.0,4.0,,4.0,3942,2019-05-22,3750000.0,House,"lat: 51.5073509,long: -0.1277583"
722,3.0,4.0,,2.0,3943,2019-05-22,2299000.0,House,"lat: 51.5073509,long: -0.1277583"
723,1.0,2.0,75 m²,,3944,2019-07-11,850000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
724,4.0,6.0,1 245 m²,,3948,2019-03-22,2450000.0,House,"lat: 51.5073509,long: -0.1277583"
725,2.0,4.0,978 m²,3.0,3950,2019-07-15,1375000.0,House,"lat: 51.5073509,long: -0.1277583"
726,3.0,5.0,1 914 m²,8.0,3955,2019-04-15,3599000.0,House,"lat: 51.5073509,long: -0.1277583"
727,1.0,2.0,,,3959,2019-07-21,195000.0,House,"lat: 51.5073509,long: -0.1277583"
